case_id,SUB_ACT_1,ACT_1,ACT_COMB_1,SUB_ACT_2,ACT_2,ACT_COMB_2,SUB_ACT_3,ACT_3,ACT_COMB_3,SUB_ACT_4,ACT_4,ACT_COMB_4,index,duration_in_days,problem_latest_impact,st_org_line_3,st_function_div,owner_st,product,country,action_owner_country,action_owner_first_name
1-502769178,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,255,125,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Joakim
1-504048859,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,256,318,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Eric
1-505416663,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,260,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-505416663,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,260,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-505416663,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,260,363,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Santhosh
1-505443989,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,261,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-505443989,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,261,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-505443989,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,261,333,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Santhosh
1-506108491,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Closed,Completed,Completed/Closed,263,309,Medium,Org line G4,,S33 2nd,PROD745,se,Sweden,H?an
1-506236591,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,264,11,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-506236591,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,264,11,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-506236591,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,264,318,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-507774379,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,267,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-507774379,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,267,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-507774379,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,267,324,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Santhosh
1-508044897,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,268,9,High,Org line C,V3_3,N22 2nd,PROD835,se,USA,Kymaria
1-508044897,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,268,6,High,Org line C,V3_3,N22 2nd,PROD835,se,USA,Kymaria
1-508044897,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,268,0,High,Org line C,E_1,G294 2nd,PROD835,se,Sweden,Per-Erik
1-508044897,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,268,13,High,Org line C,V3_3,N22 2nd,PROD835,se,USA,Kymaria
1-508044897,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,268,13,High,Org line C,V3_3,N22 2nd,PROD835,se,USA,Kymaria
1-509912273,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,272,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-509912273,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,272,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-509912273,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,272,313,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-510142147,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,274,312,High,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-510142147,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,274,158,High,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-510142147,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,274,1,High,Org line G4,,S30 2nd,PROD412,se,Sweden,David
1-511755003,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,277,390,High,Org line V11,,V50 2nd,PROD158,gb,United Kingdom,James
1-511787661,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,278,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-511787661,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,278,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-511787661,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,278,312,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Santhosh
1-512617571,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,279,136,High,Org line A2,A2_1,G42 3rd,PROD236,gb,United Kingdom,Ian
1-512617571,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,279,137,High,Org line A2,A2_1,G42 3rd,PROD236,gb,United Kingdom,Ian
1-512617571,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,279,75,High,Org line A2,A2_1,G42 3rd,PROD236,gb,United Kingdom,Andrew
1-512654811,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,280,386,Medium,Org line A2,A2_4,V36 3rd,PROD222,fr,France,Stephane
1-513032417,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,282,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-513032417,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,282,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-513032417,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,282,307,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Santhosh
1-513135755,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,283,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-513135755,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,283,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-513135755,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,283,300,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Santhosh
1-513180623,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,284,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-513180623,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,284,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-513180623,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,284,280,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Santhosh
1-513864515,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,287,308,High,Org line A2,A2_3,M3 2nd,PROD655,se,INDIA,Kranthi
1-514618724,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,291,319,High,Org line C,E_6,G48 2nd,PROD98,se,Sweden,Mikael
1-514832700,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,293,369,Major,Org line A2,A2_3,M3 2nd,PROD234,se,Sweden,Patrik
1-515461174,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,294,303,Low,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-515617964,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,295,310,Medium,Org line C,C_3,G94 3rd,PROD793,gb,United Kingdom,Nigel
1-515834995,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,296,83,Low,Org line A2,A2_1,W9 2nd,PROD756,pl,POLAND,Pawel
1-515834995,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,296,107,Low,Org line A2,A2_1,W9 2nd,PROD756,pl,POLAND,Pawel
1-515834995,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,296,56,Low,Org line A2,A2_1,W9 2nd,PROD756,pl,POLAND,Pawel
1-515834995,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,296,84,Low,Org line A2,A2_1,W9 2nd,PROD756,pl,POLAND,Tomasz
1-515834995,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,296,79,Low,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Tomasz
1-515834995,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,296,27,Low,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Kamil
1-515834995,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,296,13,Low,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Kamil
1-515834995,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,296,27,Low,Org line A2,A2_1,W15 2nd,PROD756,pl,POLAND,Kamil
1-515873671,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,297,286,Medium,Org line G4,,G51 2nd,PROD816,be,Sweden,Ing-Marie
1-515873671,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,297,286,Medium,Org line G4,,G51 2nd,PROD816,be,Sweden,Ing-Marie
1-515873671,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,297,4,Medium,Org line G4,,G51 2nd,PROD816,be,Sweden,Suresh
1-516141293,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,298,2,Major,Org line C,C_5,G120 3rd,PROD604,in,Sweden,Mathieu
1-516141293,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,298,84,Major,Org line C,C_5,G120 3rd,PROD604,in,Sweden,Mathieu
1-516141293,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,298,82,Major,Org line C,E_8,G181 2nd,PROD604,in,INDIA,Pranesh
1-516141293,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,298,0,Major,Org line C,,G163 3rd,PROD604,in,Sweden,Stefan
1-516141293,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,298,0,Major,Org line C,E_8,G181 2nd,PROD604,in,INDIA,Santosh
1-516141293,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,298,0,Major,Org line C,E_8,G181 2nd,PROD604,in,INDIA,Pranesh
1-516141293,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,298,36,Major,Org line C,E_8,G181 2nd,PROD604,in,INDIA,Santosh
1-516141293,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,298,36,Major,Org line C,E_7,G157 2nd,PROD604,in,INDIA,Rajesh Kumar
1-516141293,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,298,153,Major,Org line C,E_7,G157 2nd,PROD604,in,INDIA,Rajesh Kumar
1-516141293,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,298,216,Major,Org line C,E_7,G157 2nd,PROD604,in,Sweden,Andres
1-516141293,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,298,65,Major,Org line C,E_7,G157 2nd,PROD604,in,INDIA,Rajesh Kumar
1-517002080,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,300,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-517002080,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,300,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-517002080,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,300,291,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-517045062,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,301,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-517045062,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,301,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-517045062,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,301,291,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-517399487,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,302,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-517399487,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,302,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-517399487,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,302,7,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-517399487,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,302,7,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-517399487,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,302,3,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,Sweden,Hannes
1-517399487,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,302,5,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,Sweden,Y
1-517399487,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,302,4,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,INDIA,Jayalakshmi
1-517399487,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,302,2,Medium,Org line A2,A2_2,G21 2nd,PROD97,us,INDIA,Jayalakshmi
1-517399487,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,302,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-517399487,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,302,283,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-517490964,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,303,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-517490964,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,303,0,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-517490964,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,303,293,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
1-517828743,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,304,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-517828743,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,304,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-517828743,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,304,287,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Padmanabha
1-518362551,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,305,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-518362551,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,305,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-518362551,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,305,269,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Padmanabha
1-519054737,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,307,295,Medium,Org line C,C_6,G141 3rd,PROD660,se,Sweden,Johan
1-519054737,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,307,134,Medium,Org line C,C_6,G141 3rd,PROD660,se,Sweden,Johan
1-519065883,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,308,0,Low,Org line A2,A2_2,G40,PROD215,se,Sweden,Anil
1-519065883,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,308,9,Low,Org line A2,A2_2,G40,PROD215,se,Sweden,Anil
1-519065883,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,308,14,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519065883,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,308,5,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519065883,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,308,0,Low,Org line A2,A2_2,G40,PROD215,se,Sweden,Anil
1-519065883,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,308,245,Low,Org line A2,A2_2,G39 3rd,PROD215,se,Sweden,Linda
1-519085985,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,309,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-519085985,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,309,1,Medium,Org line G3,,G199 3rd,PROD97,us,USA,Carolyn
1-519085985,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Assigned,Accepted,Accepted/Assigned,309,1,Medium,Org line G3,,G199 3rd,PROD97,us,Sweden,Padmanabha
